lat lon wh time ws
-46.259907 175.78761 4.2330003 9634.580258246511 11.87
-46.576885 175.42175 2.4290001 9638.890811089426 9.96
-46.26014 175.7892 5.6280003 9644.495897894958 11.62
-46.467934 175.5262 2.5455003 9648.80648735899 2.7849998
-46.25868 175.78601 2.706 9654.41154667607 8.21
-46.490017 175.50241 7.3630004 9658.722129629576 16.82
-46.260056 175.7851 3.315 9664.327194100828 13.83
-46.490036 175.50017 2.059 9668.637775969342 8.21
-46.312973 175.83362 3.0370002 9674.242854139535 12.96
-46.488552 175.50078 4.189 9678.553421224002 9.2699995
-46.2636 175.78604 3.9160001 9684.158485876047 12.67
-46.59918 175.39456 6.5295005 9688.469035192393 18.08
-46.26192 175.78578 3.8250003 9694.074128406704 8.349999
-46.48559 175.50366 4.5480003 9698.384707031306 5.91
-46.261955 175.78871 6.655 9703.989768699394 12.09
-46.506763 175.48288 2.8565001 9708.30034003366 6.63
-46.124626 175.66293 3.864 9713.905369104468 10.28
-46.5067 175.48227 4.7490005 9718.215975680854 8.434999
-46.2386 175.77347 6.5535 9723.821034161607 13.035
-46.505955 175.48502 3.9700003 9728.131609632692 11.945
-46.253845 175.78989 2.8860002 9733.736671368591 6.33
-46.486244 175.5071 2.436 9738.04725241207 3.77
-46.25778 175.79042 2.6290002 9743.652318974258 6.99
-46.48815 175.50482 2.262 9747.962901656516 6.85
-46.256413 175.78694 2.4490001 9753.56796712242 7.5699997
-46.487946 175.50372 2.9570003 9757.878549442976 9.99
-46.258446 175.79013 3.4740002 9763.483611744014 10.389999
-46.50329 175.48756 4.1990004 9767.794188187225 4.63
-46.234955 175.77069 2.6200001 9773.39924528898 6.3199997
-46.46599 175.52284 2.7305002 9777.709836968337 2.9
-46.25227 175.78851 3.8690002 9783.314886700711 8.599999
-46.510315 175.48245 3.3835 9787.625461064046 7.3999996
-46.23523 175.77222 4.2935 9793.230517035583 8.309999
-46.533222 175.46378 2.3730001 9797.541092031985 6.66
-46.18868 175.72334 2.904 9803.146153383597 12.889999
-46.533043 175.46211 2.8100002 9807.456745695905 12.92
-46.248375 175.77605 2.1030002 9813.061820893432 6.7599998
-46.554565 175.44113 6.347 9817.372388644784 16.89
-46.254833 175.78154 3.2930002 9822.977467809571 11.94
-46.620037 175.37831 3.118 9827.288013689918 11.0
-46.252174 175.78021 2.732 9832.893106915522 8.74
-46.489323 175.50523 2.371 9837.203686297406 8.92
-46.251793 175.78207 3.3230002 9842.808741681161 13.25
-46.489082 175.50685 2.4050002 9847.119324453874 7.71
-46.323242 175.84613 1.506 9852.724410445604 2.0
-46.49053 175.50148 1.9950001 9857.034978626412 6.19
-46.258884 175.78247 4.61 9862.640046115499 11.69
-46.491287 175.498 2.423 9866.950630063657 6.6299996
-46.25346 175.77771 2.2710001 9872.555694263545 7.71
-46.492348 175.49399 3.9750001 9876.866276945919 10.28
-46.221153 175.74895 4.793 9882.471330295084 16.859999
-46.491947 175.49135 4.27 9886.78191984957 12.42
-46.25744 175.78459 2.5010002 9892.386980070849 10.059999
-46.491573 175.49043 1.8840001 9896.697559136315 6.6299996
-46.27439 175.80103 3.4570003 9902.302622251213 12.09
-46.490795 175.49295 3.344 9906.613196795457 3.77
-46.251816 175.78001 2.111 9912.218253173865 5.29
-46.490944 175.4979 3.4090002 9916.528833098244 10.929999
-46.252045 175.7824 2.9880002 9922.13388979307 6.79
-46.55597 175.441 2.565 9926.444450231502 8.860001
-46.25663 175.78886 2.709 9932.049531950732 9.849999
-46.488293 175.50395 4.7240005 9936.360116102383 6.7
-46.429733 175.95187 2.7085001 9941.965229853871 8.635
-46.49844 175.48901 3.336 9946.275762464735 9.504999
-46.253967 175.78331 2.413 9951.880830078153 7.6099997
-46.48652 175.49696 3.2710001 9956.191411584965 6.19
-46.263374 175.78914 2.016 9961.796476598713 7.0499997
-46.531227 175.45421 2.463 9966.107043050113 6.3599997
-46.258167 175.78148 2.174 9971.71211733215 6.02
-46.51489 175.47337 2.0170002 9976.022689206176 3.37
-46.259167 175.78242 5.4700003 9981.627757704002 16.02
-46.556873 175.43706 3.0155 9985.938317147666 3.6299999
-46.233547 175.76028 3.014 9991.543388174556 7.2599998
-46.269775 175.71387 2.1560001 9995.854030309594 7.12
-46.25615 175.78616 3.1100001 10001.459027416073 5.99
-46.336536 175.65112 3.5560002 10005.769651240553 11.179999
-46.25426 175.78194 3.8100002 10011.37467547378 12.09
-46.422947 175.56505 4.1155005 10015.685277687386 9.844999
-46.26284 175.78648 4.05 10021.290325701702 10.139999
-46.488605 175.50084 5.1210003 10025.60090711806 13.36
-46.260895 175.78302 2.1420002 10031.205970911076 6.21
-46.77528 175.22552 2.9975002 10035.516474971082 13.035
-46.258408 175.78204 6.2460003 10041.121614357224 16.49
-46.466553 175.52316 2.132 10045.432188585051 5.16
-46.25951 175.78673 3.3330002 10051.037244630046 8.45
-46.506912 175.48413 2.579 10055.347816569032 2.795
-46.256638 175.78816 4.0030003 10060.952881763573 6.85
-46.5062 175.48431 2.9490001 10065.263452035375 6.3
-46.255383 175.78984 2.9910002 10070.868515625014 13.11
-46.61455 175.38054 2.9440002 10075.179057798 2.79
-46.221424 175.75513 2.778 10080.784150752355 7.9199996
-46.54947 175.44102 2.3390002 10085.094726121693 7.17
-46.259514 175.78757 2.5080001 10090.699809751124 4.73
-46.573917 175.41866 3.5930002 10095.010368968826 8.349999
-46.21552 175.74467 2.1980002 10100.615445782663 9.2699995
-46.487232 175.50305 2.5730002 10104.926040039049 11.33
-46.259773 175.78767 3.775 10110.531103425194 9.38
-46.555225 175.43724 6.676 10114.841665039072 19.359999
-46.257706 175.78813 3.2200003 10120.44674370659 7.54
-46.487156 175.50044 4.124 10124.757322410354 6.79
-46.211372 175.74585 2.311 10130.362368344911 9.2699995
-46.487194 175.49971 3.0040002 10134.67295880348 8.99
-46.367306 175.89334 5.4855003 10140.278044320585 12.905
-46.488216 175.50284 2.1990001 10144.58859284583 7.96
-46.239395 175.77194 6.2590003 10150.193642962433 14.78
-46.504093 175.49474 3.3820002 10154.504221281852 11.91
-46.275314 175.80548 4.2925005 10160.109293111193 7.555
-46.488415 175.51067 3.38 10164.419876121217 6.1
-46.255203 175.78418 4.71 10170.024943158147 14.049999
-46.512085 175.48515 1.4860001 10174.335522732232 6.3599997
-46.278572 175.80496 1.9485002 10179.940601128445 2.585
-46.465015 175.52603 2.1390002 10184.251184466295 8.9
-46.297607 175.82138 2.197 10189.856252893573 6.3599997
-46.488483 175.50098 5.748 10194.166822826257 13.179999
-46.253006 175.77711 2.799 10199.771883680602 7.96
-46.48811 175.50157 2.434 10204.082465492538 9.67
-46.255405 175.77838 3.482 10209.687525318237 10.78
-46.512817 175.47949 2.4895 10213.998099772143 7.035
-46.251358 175.77512 1.8730001 10219.603170572896 7.0499997
-46.491848 175.49756 2.2940001 10223.913757414673 9.49
-46.252274 175.7779 3.246 10229.518821433769 7.75
-46.51454 175.47223 4.641 10233.829399685375 13.289999
-46.249035 175.77675 1.6150001 10239.434467050014 7.99
-46.491787 175.49013 3.0270002 10243.745049913181 11.69
-46.252033 175.77904 2.571 10249.350110677071 4.02
-46.53431 175.44751 1.2310001 10253.660680338508 1.0799999
-46.25076 175.77525 2.196 10259.265751184546 5.99
-46.49101 175.49088 2.4620001 10263.576333007775 7.54
-46.261093 175.78404 2.591 10269.181394268991 5.06
-46.49048 175.49612 3.864 10273.49197356042 11.54
-46.249187 175.77533 2.469 10279.097030843142 7.12
-46.468845 175.5219 1.529 10283.407617684861 3.7649999
-46.25601 175.78671 6.7260003 10289.012670341763 16.89
-46.5324 175.46295 2.16 10293.323236852535 6.39
-46.255093 175.78644 2.1560001 10298.92831597221 7.0499997
-46.488064 175.49905 2.8660002 10303.238898654468 8.74
-46.255497 175.78317 2.2180002 10308.843965024571 9.24
-46.487057 175.49547 1.845 10323.070191865088 5.96
-46.251236 175.77043 3.8960001 10328.675253001973 6.8199997
-46.276833 175.79514 2.6670003 10338.590901421441 10.08
-46.490265 175.50122 3.108 10342.901476236992 12.71
-46.225544 175.75009 2.9420002 10348.506526331068 6.7599998
-46.492382 175.50182 3.446 10352.817112087621 9.42
-46.256832 175.78557 4.2120004 10358.422168601654 12.71
-46.57943 175.41963 2.858 10362.732722077519 8.309999
-46.255623 175.78378 2.5400002 10368.337813765858 8.599999
-46.489895 175.49953 5.977 10372.64839861833 15.219999
-46.255283 175.7785 2.7610002 10378.253464852809 4.54
-46.511444 175.47592 3.308 10382.56404305913 7.02
-46.25617 175.77559 3.6090002 10388.169114040793 2.79
-46.575623 175.41446 2.39 10392.479674117523 7.43
-46.182358 175.7063 7.3005004 10398.08474101877 18.235
-46.48682 175.4993 5.164 10402.395342972362 14.599999
-46.243195 175.76712 2.5680003 10408.00040083396 8.15
-46.507126 175.47925 2.9830003 10412.3109786422 6.115
-46.25761 175.78549 3.206 10417.916045102756 7.0899997
-46.52768 175.45901 4.5150003 10422.22661060479 10.42
-46.24131 175.77231 1.2275 10427.831677426933 3.82
-46.50688 175.48035 5.984 10432.142251451267 15.379999
-46.256542 175.78705 1.7370001 10437.747315719025 8.42
-46.529827 175.46255 3.765 10442.057879808242 12.74
-46.233696 175.76703 2.4550002 10447.662942256196 1.275
-46.46556 175.5275 3.3400002 10451.973535879632 7.245
-46.258587 175.78915 1.8550001 10457.578598451917 8.599999
-46.487236 175.50682 2.367 10461.889184208587 3.56
-46.258522 175.78894 3.617 10467.494249674492 10.46
-46.48986 175.50215 1.5550001 10471.804833260947 6.6299996
-46.255512 175.78436 3.5970001 10487.325540455058 10.099999
-46.620426 175.3705 2.171 10491.636086516199 8.309999
-46.253536 175.77892 2.3390002 10497.24118213798 7.85
-46.42374 175.56006 3.5885 10501.55178159359 5.42
-46.31181 175.83139 2.9910002 10507.15683901182 4.77
-46.48968 175.50159 2.5970001 10511.467405327712 9.49
-46.257133 175.78046 3.0230002 10517.072464057128 9.24
-46.489548 175.50731 3.4480002 10521.383043438895 9.78
-46.255352 175.78436 3.9750001 10526.988099319977 10.24
-46.421547 175.57388 2.9365 10531.298702935106 9.74
-46.260036 175.78815 2.5740001 10536.903752893559 3.1299999
-46.487644 175.50522 3.3040001 10541.214336796547 9.99
-46.23122 175.75891 1.7065 10546.819394621649 7.1349998
-46.487614 175.5012 1.996 10551.129983814433 6.3599997
-46.254166 175.77824 3.144 10556.735045934562 5.24
-46.534 175.45584 5.94 10561.045615415205 17.19
-46.256084 175.77896 2.219 10566.65068865742 9.0199995
-46.489216 175.50014 1.7820001 10570.961268807878 5.6
-46.31772 175.84027 2.091 10576.566343044746 5.475
-46.469616 175.52023 2.8000002 10580.87691614218 8.88
-46.257084 175.78423 2.815 10586.48197708698 10.42
-46.491455 175.49516 2.071 10590.792562572286 10.059999
-46.252075 175.78021 2.0140002 10596.397625415935 9.99
-46.492096 175.49078 2.9740002 10600.708210177952 12.2699995
-46.248135 175.77554 4.7970004 10606.313271122635 11.0
-46.580578 175.40477 2.525 10610.623831561068 9.99
-46.192177 175.71954 2.8060002 10616.228901299357 12.105
-46.491295 175.49187 1.8980001 10620.539499692619 6.92
-46.255245 175.77759 2.121 10626.1445615415 6.95
-46.46791 175.51738 2.3335001 10630.455148202367 2.53
-46.251247 175.77583 2.052 10636.060200285749 7.89
-46.511337 175.4797 2.0640001 10640.370774332667 7.0899997
-46.207447 175.73961 3.5330002 10645.975823748508 9.38
-46.378757 175.60889 2.8055 10650.286443843157 13.775
-46.250435 175.77951 3.0560002 10655.891481481493 4.2
-46.487457 175.49948 2.7930002 10660.202067735489 8.309999
-46.255318 175.77954 3.302 10665.807134331553 13.07
-46.488674 175.49486 2.446 10670.11771674268 8.559999
-46.255424 175.77475 3.5850003 10675.72278175631 11.65
-46.489628 175.49442 2.647 10680.033362794085 5.7
-46.262474 175.77924 2.3160002 10685.638426830177 5.29
-46.44745 175.53854 2.4150002 10689.949016203755 3.4099998
-46.276794 175.79526 2.3695002 10695.55406891997 8.88
-46.468826 175.52316 4.4715004 10699.864646900329 14.34
-46.257393 175.78323 2.6330001 10705.469695366803 2.6399999
-46.6017 175.39655 3.7265 10709.780251103104 13.07
-46.25416 175.77809 2.5960002 10715.385349121061 10.929999
-46.49093 175.49687 2.092 10719.695936414879 6.6299996
-46.178867 175.70389 2.808 10725.300982892048 4.61
-46.533855 175.45097 7.7890005 10729.61157678673 11.04
-46.242928 175.76056 4.2195005 10735.216650955728 14.575
-46.512566 175.46931 3.224 10739.527230405423 12.344999
-46.2845 175.79909 3.5385003 10745.132306326414 8.344999
-46.487392 175.49474 1.7800001 10749.442878689268 4.97
-46.2452 175.76414 2.8755002 10755.047935971874 6.465
-46.574417 175.41292 3.2220001 10759.358493471518 9.67
-46.25738 175.78088 3.0070002 10764.963575484697 8.74
-46.48466 175.50105 2.16 10769.274152108701 2.36
-46.259384 175.78912 5.175 10774.879209346022 16.42
-46.5285 175.46274 2.947 10779.189771999838 8.21
-46.239944 175.77368 4.7575006 10784.79484031396 13.18
-46.528893 175.46227 3.0670002 10789.105418045656 7.68
-46.259895 175.78738 3.3780003 10794.710499312845 10.86
-46.485657 175.50215 3.7040002 10799.021083130967 10.639999
-46.257324 175.78062 3.7840002 10804.626151439501 8.7699995
-46.48742 175.49887 5.563 10808.936735206866 11.98
-46.237892 175.76057 3.6270003 10814.541796377685 11.11
-46.48844 175.49625 4.584 10818.852384440135 9.849999
-46.254658 175.77649 5.539 10824.45744764537 14.12
-46.489506 175.49371 2.2280002 10828.768030418083 6.42
-46.252945 175.7748 2.4550002 10834.37309100118 7.1499996
-46.48802 175.49434 2.325 10838.683673864347 3.23
-46.253506 175.77327 2.7630002 10844.288732819725 6.1299996
-46.48956 175.4936 2.592 10848.599314416992 6.89
-46.25419 175.77269 2.8700001 10854.20437337237 10.349999
-46.555542 175.43375 5.8975 10858.514936161693 10.875
-46.254135 175.77368 2.582 10864.120012116618 7.9199996
-46.489456 175.50197 7.3550005 10868.43059091072 16.46
-46.20877 175.73526 2.6580002 10874.035634483094 4.0099998
-46.553345 175.4461 3.5035 10878.346205692971 6.085
-46.280872 175.80737 2.558 10883.951292227255 9.94
-46.4427 175.54965 5.6390004 10888.261883906554 13.54
-46.254803 175.7806 2.23 10893.866937753162 10.78
-46.48664 175.50314 2.753 10898.177522108308 7.54
-46.252396 175.77625 2.0730002 10903.782584454515 6.79
-46.46599 175.52081 4.6555004 10908.093173353409 14.71
-46.24993 175.77362 3.0920002 10913.698227177374 9.809999
-46.46775 175.52019 1.9905001 10918.008814556699 6.3599997
-46.250305 175.77605 3.4350002 10923.613866464118 10.5
-46.38051 175.60628 2.3475 10927.924474735977 4.71
-46.248856 175.78023 2.5700002 10933.529498969205 7.89
-46.513283 175.4805 4.6210003 10937.840078034555 15.29
-46.314697 175.84128 2.8030002 10943.44516931608 7.04
-46.512573 175.47491 1.9595001 10947.75573432073 5.29
-46.280014 175.80663 1.7570001 10953.360812400526 5.02
-46.556004 175.42986 2.9945002 10957.671373607474 7.87
-46.253506 175.77922 3.9510002 10963.276454716455 13.11
-46.447525 175.53432 2.0630002 10967.587051323731 7.2599998
-46.22852 175.75337 2.318 10973.192095992505 4.87
-46.491688 175.49455 1.9190001 10977.502685908577 6.85
-46.228664 175.7526 2.102 10983.107741902699 6.19
-46.490173 175.49767 2.3850002 10987.418330168584 8.24
-46.252697 175.77693 4.5540004 10993.02339057636 15.33
-46.48817 175.50003 4.1130004 10997.333969997824 9.92
-46.22441 175.75311 2.434 11002.939019639743 4.85
-46.487576 175.50168 2.4160001 11007.249604537385 5.02
