station_lon,station_lat
-146.52999877929688,54.310001373291016
-130.27000427246094,42.599998474121094
-136.10000610351562,50.93000030517578
-131.02000427246094,46.04999923706055
-137.47999572753906,40.79999923706055
-177.5800018310547,57.04999923706055
-133.94000244140625,48.349998474121094
-130.0,37.97999954223633
-154.97999572753906,52.70000076293945
175.27999877929688,55.0
-172.02999877929688,54.939998626708984
-138.85000610351562,53.90999984741211
-146.8300018310547,60.220001220703125
179.0500030517578,51.15999984741211
-171.72999572753906,52.25
-160.80999755859375,53.93000030517578
-148.0,59.5
-152.4499969482422,56.04999923706055
-150.0,58.0
-143.4199981689453,59.689998626708984
-138.0,58.25
-136.16000366210938,56.59000015258789
-127.93000030517578,49.7400016784668
-132.4499969482422,54.380001068115234
-131.22000122070312,51.83000183105469
-131.10000610351562,53.619998931884766
-129.80999755859375,52.41999816894531
-128.75,51.369998931884766
-134.27999877929688,54.15999984741211
-126.0,48.84000015258789
-129.9199981689453,50.869998931884766
-132.67999267578125,52.52000045776367
-120.87000274658203,34.880001068115234
-122.87999725341797,37.36000061035156
-123.31999969482422,38.22999954223633
-123.97000122070312,39.220001220703125
-124.8499984741211,42.75
-124.54000091552734,40.779998779296875
-120.97000122070312,34.709999084472656
-119.08000183105469,33.75
-122.81999969482422,37.75
-124.37999725341797,41.849998474121094
-121.88999938964844,35.7400016784668
-124.51000213623047,46.119998931884766
-124.52999877929688,40.41999816894531
-124.75,47.34000015258789
-122.41999816894531,36.75
-119.52999877929688,32.43000030517578
-124.52999877929688,44.619998931884766
-119.8499984741211,34.2400016784668
-120.44999694824219,34.27000045776367
-121.01000213623047,35.099998474121094
-120.69999694824219,34.27000045776367
-120.19999694824219,33.650001525878906
-118.0,32.5
-124.7300033569336,48.4900016784668
-125.7699966430664,45.880001068115234
-124.23999786376953,46.86000061035156
-124.73999786376953,40.290000915527344
-123.47000122070312,37.95000076293945
-119.80000305175781,34.33000183105469
-119.43000030517578,34.16999816894531
-120.77999877929688,34.45000076293945
-119.87999725341797,33.220001220703125
-118.62999725341797,33.849998474121094
-118.31999969482422,33.619998931884766
-117.7699966430664,33.459999084472656
-117.47000122070312,33.18000030517578
-117.38999938964844,32.93000030517578
-117.44000244140625,32.630001068115234
-124.55000305175781,43.77000045776367
-117.37000274658203,32.75
-117.33000183105469,32.43000030517578
134.89999389648438,28.899999618530273
126.30000305175781,28.100000381469727
-162.2100067138672,23.43000030517578
-157.77999877929688,17.190000534057617
-160.82000732421875,19.219999313354492
-152.47999572753906,17.520000457763672
-158.1199951171875,21.670000076293945
-157.67999267578125,21.420000076293945
-153.8699951171875,0.019999999552965164
144.7899932861328,13.539999961853027
-89.66999816894531,25.899999618530273
-94.41999816894531,25.170000076293945
-85.94000244140625,26.06999969482422
-88.7699966430664,30.09000015258789
-95.36000061035156,27.90999984741211
-96.69999694824219,26.940000534057617
-94.4000015258789,29.920000076293945
-84.5199966430664,28.5
-92.55000305175781,27.420000076293945
-86.0199966430664,28.790000915527344
-88.20999908447266,29.18000030517578
-90.45999908447266,27.5
-94.05000305175781,22.010000228881836
-85.05999755859375,19.8700008392334
-81.5,16.829999923706055
-75.05999755859375,15.09000015258789
-65.01000213623047,20.989999771118164
-67.5,15.010000228881836
-53.08000183105469,14.550000190734863
-46.0,14.529999732971191
-57.900001525878906,15.899999618530273
-56.20000076293945,14.600000381469727
-72.66000366210938,34.68000030517578
-75.36000061035156,32.31999969482422
-79.08999633789062,32.5
-80.87000274658203,31.399999618530273
-66.58000183105469,41.11000061035156
-62.0,42.2599983215332
-53.619998931884766,44.2599983215332
-57.08000183105469,44.2599983215332
-51.7400016784668,43.75
-58.0,43.0
-64.01000213623047,42.5
-53.38999938964844,46.439998626708984
-57.349998474121094,47.279998779296875
-48.0099983215332,46.77000045776367
-80.16999816894531,28.5
-78.47000122070312,28.950000762939453
-80.5999984741211,30.0
-77.73999786376953,33.439998626708984
-75.4000015258789,35.0099983215332
-77.27999877929688,34.47999954223633
-81.29000091552734,30.719999313354492
-80.52999877929688,28.399999618530273
-80.22000122070312,27.549999237060547
-70.43000030517578,38.47999954223633
-69.16000366210938,43.189998626708984
-69.43000030517578,40.5
-74.69999694824219,38.459999084472656
-74.83999633789062,36.61000061035156
-72.0999984741211,40.70000076293945
-69.29000091552734,41.2599983215332
-65.93000030517578,42.310001373291016
-73.16999816894531,40.25
-67.30999755859375,44.27000045776367
-67.87999725341797,43.4900016784668
-66.55000305175781,43.619998931884766
-5.0,45.20000076293945
-20.0,41.599998474121094
-12.399999618530273,48.70000076293945
-7.900000095367432,51.400001525878906
1.100000023841858,55.29999923706055
-5.599999904632568,48.5
-13.300000190734863,51.0
-11.199999809265137,53.130001068115234
-5.420000076293945,53.470001220703125
-10.550000190734863,51.220001220703125
-9.069999694824219,54.66999816894531
-6.699999809265137,51.689998626708984
-15.920000076293945,53.060001373291016
-2.9000000953674316,49.900001525878906
-12.359999656677246,54.540000915527344
-9.899999618530273,57.0
-6.099999904632568,50.099998474121094
-19.5,53.5
0.0,57.0
0.4000000059604645,58.099998474121094
1.2999999523162842,58.70000076293945
1.399999976158142,57.70000076293945
0.0,57.900001525878906
2.0,57.0
2.0,56.400001525878906
1.0,57.099998474121094
2.0999999046325684,53.0
1.7000000476837158,53.400001525878906
2.799999952316284,53.099998474121094
0.5,57.400001525878906
-8.5,47.5
0.5,57.20000076293945
-4.699999809265137,52.29999923706055
-5.099999904632568,51.599998474121094
1.899999976158142,51.099998474121094
0.0,50.400001525878906
1.7000000476837158,60.599998474121094
1.5,59.20000076293945
1.100000023841858,61.20000076293945
1.7000000476837158,60.79999923706055
1.5,59.5
1.0,61.099998474121094
1.2999999523162842,61.599998474121094
-11.399999618530273,59.099998474121094
-4.5,60.70000076293945
3.700000047683716,60.599998474121094
2.200000047683716,59.599998474121094
7.800000190734863,64.30000305175781
2.299999952316284,61.20000076293945
7.300000190734863,65.30000305175781
1.899999976158142,58.400001525878906
8.100000381469727,66.0
3.200000047683716,56.5
21.100000381469727,71.5999984741211
2.0,66.0
-23.100000381469727,64.05000305175781
-25.0,65.69000244140625
-23.360000610351562,66.44000244140625
-21.1200008392334,65.76000213623047
-18.200000762939453,66.5
-13.5,65.6500015258789
-15.199999809265137,64.0
-20.350000381469727,63.0
-22.459999084472656,63.81999969482422
-48.130001068115234,-27.700000762939453
22.170000076293945,-34.970001220703125
141.75,-12.680000305175781
150.33999633789062,-35.709999084472656
153.72999572753906,-28.690000534057617
153.27000427246094,-30.350000381469727
152.86000061035156,-31.829999923706055
150.17999267578125,-37.290000915527344
151.02999877929688,-34.47999954223633
151.4199981689453,-33.77000045776367
151.32000732421875,-33.900001525878906
145.00999450683594,-42.08000183105469
145.7100067138672,-16.729999542236328
147.05999755859375,-19.15999984741211
149.5500030517578,-21.040000915527344
149.30999755859375,-21.270000457763672
151.07000732421875,-23.309999465942383
153.1999969482422,-27.25
153.6300048828125,-27.489999771118164
153.44000244140625,-27.959999084472656
153.5800018310547,-28.18000030517578
148.19000244140625,-38.599998474121094
136.6199951171875,-36.06999969482422
116.13999938964844,-19.59000015258789
114.91000366210938,-30.290000915527344
115.4000015258789,-32.11000061035156
114.77999877929688,-33.36000061035156
114.94000244140625,-21.40999984741211
115.69000244140625,-31.979999542236328
121.9000015258789,-34.0
117.16999816894531,-35.20000076293945
114.0999984741211,-21.700000762939453
151.5,-34.0
118.5,-20.0
154.0,-27.5
144.5,-38.5
151.75,-33.0
117.375,-18.75
114.625,-29.0
113.5,-29.25
115.5,-32.5
115.0999984741211,-33.29999923706055
138.375,-34.75
142.5,-10.5
141.5,-10.5
116.5,-20.5
107.5,-22.5
153.5,-33.0
153.5,-45.0
126.61000061035156,-11.069999694824219
110.0,-5.0
120.0,-7.5
130.0,-7.0
135.0,-7.5
127.0,-12.0
139.0,-11.0
137.0,-12.270000457763672
137.0,-11.0
135.0,-11.0
133.0,-11.0
130.88999938964844,-12.300000190734863
130.44000244140625,-12.430000305175781
129.0,-14.25
139.17999267578125,-16.299999237060547
143.0,-11.0
143.60000610351562,-12.789999961853027
159.0,-31.799999237060547
144.69000244140625,-38.36000061035156
142.89999389648438,-39.2400016784668
147.97999572753906,-37.90999984741211
145.50999450683594,-38.59000015258789
141.0,-40.0
150.0,-39.0
146.0,-39.5
141.0,-38.5
151.0,-37.5
148.75,-40.0
148.75,-41.0
148.75,-42.0
148.75,-43.0
147.5,-44.0
146.25,-44.0
145.0,-43.0
143.75,-40.0
146.25,-40.0
131.0,-32.5
136.5,-34.5
138.0,-35.25
138.5,-36.0
139.0,-38.0
140.0,-39.0
126.1500015258789,-13.5
123.5,-14.0
123.0,-15.510000228881836
119.0,-19.59000015258789
115.30000305175781,-20.8799991607666
113.19999694824219,-24.889999389648438
113.5,-28.299999237060547
127.52999877929688,-33.0
105.5,-10.5
153.1699981689453,-25.780000686645508
153.3300018310547,-24.700000762939453
152.1699981689453,-24.440000534057617
150.11000061035156,-22.110000610351562
149.00999450683594,-20.350000381469727
148.30999755859375,-20.0
146.33999633789062,-18.25
145.36000061035156,-15.460000038146973
144.5500030517578,-14.100000381469727
144.5,-8.5
141.39999389648438,-15.380000114440918
114.9000015258789,-20.489999771118164
114.61000061035156,-19.809999465942383
72.48999786376953,17.020000457763672
73.75,15.399999618530273
74.5,12.9399995803833
80.38999938964844,13.1899995803833
69.23999786376953,15.470000267028809
72.51000213623047,10.649999618530273
90.73999786376953,12.140000343322754
87.55999755859375,18.350000381469727
83.2699966430664,13.970000267028809
87.5,15.0
90.13999938964844,18.1299991607666
72.66000366210938,8.329999923706055
72.0,12.5
78.56999969482422,8.210000038146973
81.52999877929688,11.569999694824219
176.0,-15.0
-178.0,-15.0
176.0,-20.0
-178.0,-20.0
168.0,-14.0
162.5,-10.25
159.0,-7.5
-149.0,-17.0
158.0,6.0
-172.33299255371094,-13.25
126.0,-9.666999816894531
101.75,9.333000183105469
171.39300537109375,7.089000225067139
144.77999877929688,13.350000381469727
172.95419311523438,1.350000023841858
-90.2853012084961,-0.4000000059604645
166.90829467773438,-0.5
162.38330078125,11.399999618530273
-157.47500610351562,1.9830000400543213
-171.71670532226562,-2.799999952316284
-166.28329467773438,23.799999237060547
-134.9499969482422,-23.1299991607666
166.4333038330078,-22.0
154.78329467773438,1.100000023841858
142.1833038330078,27.100000381469727
155.88330078125,-6.099999904632568
153.98330688476562,24.299999237060547
-177.36669921875,28.200000762939453
-169.53329467773438,16.700000762939453
151.85000610351562,7.449999809265137
167.73330688476562,8.729999542236328
-170.6833038330078,-14.0
-157.86669921875,21.299999237060547
-156.46670532226562,20.899999618530273
167.9333038330078,-29.0
-80.36669921875,-2.200000047683716
145.61669921875,14.899999618530273
141.8699951171875,-46.722999572753906
145.8699951171875,-44.66999816894531
146.39999389648438,-44.66999816894531
146.92999267578125,-44.66999816894531
147.47000122070312,-44.66999816894531
148.0,-44.66999816894531
145.3300018310547,-44.130001068115234
145.8699951171875,-44.130001068115234
146.39999389648438,-44.130001068115234
146.92999267578125,-44.130001068115234
147.47000122070312,-44.130001068115234
148.0,-44.130001068115234
148.52999877929688,-44.130001068115234
144.8000030517578,-43.599998474121094
145.3300018310547,-43.599998474121094
145.8699951171875,-43.599998474121094
146.39999389648438,-43.599998474121094
146.92999267578125,-43.599998474121094
147.47000122070312,-43.599998474121094
148.0,-43.599998474121094
148.52999877929688,-43.599998474121094
149.07000732421875,-43.599998474121094
144.27000427246094,-43.06999969482422
144.8000030517578,-43.06999969482422
145.3300018310547,-43.06999969482422
147.47000122070312,-43.06999969482422
148.0,-43.06999969482422
148.52999877929688,-43.06999969482422
149.07000732421875,-43.06999969482422
144.27000427246094,-42.529998779296875
144.8000030517578,-42.529998779296875
148.0,-42.529998779296875
148.52999877929688,-42.529998779296875
149.07000732421875,-42.529998779296875
143.72999572753906,-42.0
144.27000427246094,-42.0
144.8000030517578,-42.0
148.52999877929688,-42.0
149.07000732421875,-42.0
149.60000610351562,-42.0
143.72999572753906,-41.470001220703125
144.27000427246094,-41.470001220703125
148.52999877929688,-41.470001220703125
149.07000732421875,-41.470001220703125
149.60000610351562,-41.470001220703125
143.1999969482422,-40.93000030517578
143.72999572753906,-40.93000030517578
144.27000427246094,-40.93000030517578
145.8699951171875,-40.93000030517578
146.39999389648438,-40.93000030517578
146.92999267578125,-40.93000030517578
147.47000122070312,-40.93000030517578
148.52999877929688,-40.93000030517578
149.07000732421875,-40.93000030517578
149.60000610351562,-40.93000030517578
142.6699981689453,-40.400001525878906
143.1999969482422,-40.400001525878906
143.72999572753906,-40.400001525878906
144.27000427246094,-40.400001525878906
144.8000030517578,-40.400001525878906
145.3300018310547,-40.400001525878906
145.8699951171875,-40.400001525878906
146.39999389648438,-40.400001525878906
146.92999267578125,-40.400001525878906
147.47000122070312,-40.400001525878906
148.52999877929688,-40.400001525878906
149.07000732421875,-40.400001525878906
149.60000610351562,-40.400001525878906
141.60000610351562,-39.869998931884766
142.1300048828125,-39.869998931884766
142.6699981689453,-39.869998931884766
143.1999969482422,-39.869998931884766
143.72999572753906,-39.869998931884766
144.27000427246094,-39.869998931884766
144.8000030517578,-39.869998931884766
145.3300018310547,-39.869998931884766
145.8699951171875,-39.869998931884766
