109	-58.193
108	-58.876
107	-56.921
106	-51.967
105	-47.339
104	-44.208
103	-41.984
102	-40.919
101	-39.08
100	-37.158
99	-36.438
98	-35.52
97	-34.846
96	-34.701
95	-34.78
94	-35.359
93	-37.177
92	-39.685
91	-41.474
90	-42.811
89	-44.29
88	-45.696
87	-46.371
86	-46.285
85	-44.764
84	-41.91
83	-39.159
82	-37.209
81	-36.928
80	-37.823
79	-39.364
78	-41.87
77	-44.693
76	-46.836
75	-49.933
74	-55.421
73	-61.021
72	-67.247
71	-73.456
70	-79.103
69	-83.594
68	-87.464
67	-90.953
66	-92.245
65	-92.103
64	-93.322
63	-93.968
62	-93.657
61	-93.73
60	-92.147
59	-89.675
58	-87.99
57	-85.525
56	-83.055
55	-81.645
54	-80.777
53	-79.668
52	-79.086
51	-78.765
50	-78.8
49	-79.371
48	-79.639
47	-79.334
46	-78.953
45	-79.51
44	-80.41
43	-81.591
42	-83.146
41	-84.441
40	-86.005
39	-87.135
38	-88.455
37	-89.946
36	-91.318
35	-93.409
34	-95.183
33	-96.838
32	-98.451
31	-100.02
30	-102.65
29	-105.95
28	-109.29
27	-112.56
26	-115.23
25	-117.48
24	-119.14
23	-120.85
22	-121.9
21	-122.82
20	-123.39
19	-123.4
18	-121.92
17	-117.12
16	-109.1
15	-97.375
14	-83.419
13	-67.703
12	-51.372
11	-36.736
10	-26.764
9	-18.932
8	-14.261
7	-11.488
6	-8.899
5	-6.319
4	-5.021
3	-3.787
2	-2.757
1	-1.963
0	-1.459
