430	-122.92
429	-116.42
428	-107.32
427	-100.3
426	-91.546
425	-79.048
424	-71.816
423	-62.924
422	-53.582
421	-48.688
420	-44.954
419	-40.516
418	-35.695
417	-32.716
416	-27.864
415	-21.574
414	-17.385
413	-13.689
412	-9.64
411	-4.667
410	-1.676
409	-0.288
408	0.178
407	0.172
406	0.211
405	0.211
404	0.281
403	0.266
402	-0.043
401	-0.055
400	-0.805
399	-1.922
398	-3.163
397	-6.016
396	-10.123
395	-15.452
394	-21.81
393	-28.012
392	-33.972
391	-38.388
390	-41.764
389	-44.279
388	-46.341
387	-48.715
386	-52.483
385	-54.86
384	-56.307
383	-57.795
382	-58.955
381	-60.173
380	-60.881
379	-61.54
378	-62.046
377	-62.047
376	-62.245
375	-62.987
374	-63.79
373	-64.753
372	-65.196
371	-65.526
370	-66.246
369	-66.801
368	-67.967
367	-69.105
366	-70.772
365	-72.246
364	-74.994
363	-78.455
362	-80.772
361	-83.136
360	-84.79
359	-86.318
358	-87.479
357	-88.034
356	-88.728
355	-88.302
354	-88.024
353	-88.357
352	-89.943
351	-93.59
350	-96.797
349	-99.083
348	-100.98
347	-102.77
346	-105.12
345	-107.66
344	-110.1
343	-111.13
342	-111.05
341	-108.6
340	-101.29
339	-90.076
338	-79.775
337	-69.346
336	-54.3
335	-39.685
334	-26.707
333	-16.394
332	-10.3
331	-7.22
330	-4.523
329	-1.766
328	-0.765
327	-0.523
326	-0.455
325	-0.389
324	-0.835
323	-2.385
322	-3.416
321	-4.816
320	-6.433
319	-9.147
318	-13.45
317	-16.475
316	-18.65
315	-20.845
314	-21.746
313	-22.345
312	-23.122
311	-23.891
310	-25.194
309	-27.5
308	-31.641
307	-36.531
306	-41.713
305	-47.037
304	-51.357
303	-54.826
302	-56.85
301	-58.237
300	-60.452
299	-61.903
298	-62.967
297	-63.905
296	-64.378
295	-64.654
294	-64.037
293	-63.603
292	-61.859
291	-58.307
290	-55.455
289	-52.11
288	-48.743
287	-44.945
286	-41.952
285	-40.103
284	-39.652
283	-41.494
282	-46.35
281	-51.803
280	-57.775
279	-64.994
278	-71.412
277	-76.095
276	-79.577
275	-82.463
274	-83.807
273	-85.185
272	-86.953
271	-88.218
270	-88.367
269	-87.458
268	-87.576
267	-87.734
266	-86.46
265	-86.577
264	-85.906
263	-85.322
262	-85.871
261	-86.619
260	-86.5
259	-86.743
258	-87.655
257	-88.232
256	-88.31
255	-89.174
254	-90.255
253	-92.228
252	-93.526
251	-92.848
250	-90.612
249	-86.988
248	-82.764
247	-78.633
246	-73.853
245	-66.709
244	-55.881
243	-43.472
242	-33.013
241	-25.256
240	-20.83
239	-18.804
238	-17.88
237	-18.136
236	-19.76
235	-22.635
234	-30.07
233	-40.278
232	-50.904
231	-61.838
230	-69.598
229	-74.678
228	-78.045
227	-79.821
226	-82.053
225	-83.24
224	-83.301
223	-82.037
222	-77.87
221	-69.077
220	-57.366
219	-45.403
218	-33.89
217	-26.987
216	-22.896
215	-20.702
214	-20.102
213	-20.205
212	-20.521
211	-20.724
210	-21.152
209	-22.196
208	-23.38
207	-24.583
206	-25.836
205	-26.491
204	-26.445
203	-25.993
202	-24.683
201	-22.959
200	-22.294
199	-22.455
198	-22.869
197	-23.806
196	-25.335
195	-26.333
194	-27.506
193	-29.07
192	-34.375
191	-43.778
190	-53.813
189	-66.071
188	-77.045
187	-86.657
186	-94.889
185	-98.839
184	-99.241
183	-98.208
182	-95.249
181	-92.35
180	-90.892
179	-88.632
178	-86.075
177	-83.983
176	-81.194
175	-78.134
174	-76.13
173	-75.575
172	-76.798
171	-78.127
170	-79.419
169	-80.503
168	-81.118
167	-83.031
166	-86.806
165	-90.525
164	-94.477
163	-98.356
162	-101.02
161	-102.98
160	-104.67
159	-106.55
158	-108.74
157	-110.26
156	-109.89
155	-109.93
154	-108.55
153	-106.37
152	-105.68
151	-104.98
150	-104.12
149	-104.07
148	-105.36
147	-106.74
146	-108.21
145	-110.7
144	-112.79
143	-114.69
142	-117.2
141	-119.71
140	-121.19
139	-122.5
138	-122.62
137	-122.1
136	-120.83
135	-117.05
134	-109.09
133	-95.265
132	-74.98
131	-57.121
130	-47.157
129	-38.019
128	-27.626
127	-17.884
126	-6.734
125	-0.459
124	0.276
123	0.008
122	0.008
121	0.063
120	0.018
119	-1.135
118	-2.612
117	-4.131
116	-8.704
115	-16.47
114	-24.605
113	-33.007
112	-41.541
111	-48.981
110	-54.892
